No,オーダーID,オーダー日付,日付キー,都道府県,市,地域,郵便番号,連絡先,顧客名,顧客ID,プロダクト,ライセンス,売上,品数,ディスカウント,利益
2109,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,ContactMatcher,V49SV6A6WY,398.352,3,0.2,124.485
2110,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,ChatBot Plugin,9U1FIX2YH4,5.04,3,0,1.26
2111,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,Storage,GHEUYNPFQF,17.45,5,0,8.027
2112,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,FinanceHub,HUX9LNDL7K,323.136,4,0.2,20.196
2113,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,Support,VX5M0DB3E3,29.7,3,0,8.019
2114,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,Site Analytics,4EO5PCGA84,1295.84,4,0.2,145.782
2115,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,Marketing Suite - Gold,IFPP78XUEF,46.84,2,0,12.6468
2116,関東-2019-164882,2019/10/31,20191031,東京,日野市,関東,1910024,Dylan Dowd,KDDI,1022,Marketing Suite,5T9WK02HW6,425.833,1,0.15,20.0392
2117,関西-2019-159786,2019/10/12,20191012,大阪,豊中市,関西,5600042,Molly Scott,アメリカンエクスプレス,1005,ContactMatcher,FHXUFCBEE8,209.67,1,0.4,-13.978
2118,関東-2020-130267,2020/09/20,20200920,東京,武蔵野市,関東,1808522,Connor Nolan,りそな,1080,Support,MF8EJJ5DXH,159.88,7,0,73.5448
2119,関東-2021-155460,2021/04/14,20210414,神奈川,横浜市,関東,2200033,Connor McDonald,ENEOS,1017,Support,9IW8GKMPPY,5.28,1,0,2.376
2120,関東-2021-155460,2021/04/14,20210414,神奈川,横浜市,関東,2200033,Connor McDonald,ENEOS,1017,ContactMatcher,CAR4Y072J6,895.92,5,0.2,302.373
2121,関西-2021-168690,2021/01/08,20210108,兵庫,尼崎市,関西,6600055,Adam Davidson,Amazon,1004,ContactMatcher,QW8WF6CAXG,2.808,3,0.7,-1.9656
2122,関東-2021-158246,2021/11/10,20211110,東京,国分寺市,関東,1850023,Gabrielle Ogden,Royal Dutch Shell,1031,FinanceHub,65AOKJAH3H,215.976,3,0.2,-2.6997
2123,関東-2021-167381,2021/09/23,20210923,茨城,北茨城市,関東,3191500,Leah MacLeod,Lukoil,1044,Marketing Suite,0GBEPYY7VU,241.96,2,0,41.1332
2124,関東-2021-167381,2021/09/23,20210923,茨城,北茨城市,関東,3191500,Leah MacLeod,Lukoil,1044,FinanceHub,DBMSG9TU09,27.72,9,0,13.3056
2125,中部-2021-144862,2021/12/02,20211202,愛知,名古屋市,中部,4510046,Leah MacLeod,Lukoil,1044,SaaS Connector Pack - Gold,PH20J28NLA,104.68,5,0.2,35.3295
2126,中部-2021-144862,2021/12/02,20211202,愛知,名古屋市,中部,4510046,Leah MacLeod,Lukoil,1044,Site Analytics,XU4Q9S9AEW,62.958,7,0.4,9.4437
2127,中部-2018-126032,2018/06/23,20180623,愛知,名古屋市,中部,4510046,Pippa Kerr,SMBC,1068,Data Smasher,KXSBHIRV7V,86.376,3,0.2,1.0797
2128,中部-2019-134859,2019/10/04,20191004,愛知,名古屋市,中部,4510046,Warren McGrath,富士通,1086,SaaS Connector Pack,IL7G3HW85Q,64.944,3,0.2,6.4944
2129,中部-2019-134859,2019/10/04,20191004,愛知,名古屋市,中部,4510046,Warren McGrath,富士通,1086,Support,FT7TRRD8I4,20.736,4,0.2,7.2576
2130,四国-2018-114188,2018/05/20,20180520,香川,坂出市,四国,7620006,Gordon Bower,楽天グループ,1094,OneView,TT2UB8E21Y,33.28,4,0,9.3184
2131,四国-2018-114188,2018/05/20,20180520,香川,坂出市,四国,7620006,Gordon Bower,楽天グループ,1094,ChatBot Plugin,0B490DC766,38.52,9,0,11.9412
2132,四国-2018-114188,2018/05/20,20180520,香川,坂出市,四国,7620006,Gordon Bower,楽天グループ,1094,SaaS Connector Pack,7NKCA0I493,139.86,7,0,60.1398
2133,関西-2019-156524,2019/11/20,20191120,大阪,大阪市,関西,5570001,Deirdre James,SMBC銀行,1078,Support,SWZYXPA9MI,19.65,3,0,9.039
2134,中部-2019-122210,2019/11/30,20191130,愛知,名古屋市,中部,4510046,Leonard Kelly,大阪ガス,1024,ContactMatcher,GBFD3M3TTT,152.991,3,0.7,-122.3928
2135,中部-2019-122210,2019/11/30,20191130,愛知,名古屋市,中部,4510046,Leonard Kelly,大阪ガス,1024,Storage,Z23W5UPEE0,10.584,7,0.2,-2.3814
2136,中部-2019-122210,2019/11/30,20191130,愛知,名古屋市,中部,4510046,Leonard Kelly,大阪ガス,1024,Site Analytics,B5HR7R40BC,94.92,4,0.4,15.82
2137,九州-2019-156377,2019/12/31,20191231,福岡,筑後市,九州,8330037,Sue Miller,Cisco Systems,1019,SaaS Connector Pack,5X3GDDS2JH,14.76,5,0.6,-11.439
2138,九州-2019-156377,2019/12/31,20191231,福岡,筑後市,九州,8330037,Sue Miller,Cisco Systems,1019,ContactMatcher,9G8495XRYJ,3.656,4,0.8,-5.8496
2139,関西-2021-157896,2021/11/17,20211117,大阪,大阪市,関西,5950053,Caroline Greene,ヤマト,1052,Support,467N74XWGE,146.82,3,0,73.41
2140,関西-2018-159520,2018/06/06,20180606,大阪,高槻市,関西,5690082,Emily Fisher,イオン,1025,ContactMatcher,CYO9ZQS0Z7,149.544,9,0.2,50.4711
2141,関西-2018-159520,2018/06/06,20180606,大阪,高槻市,関西,5690082,Emily Fisher,イオン,1025,Support,OK4LC0M5RP,17.14,2,0,4.4564
2142,関西-2018-159520,2018/06/06,20180606,大阪,高槻市,関西,5690082,Emily Fisher,イオン,1025,ContactMatcher,G538MY98PE,991.764,3,0.4,-347.1174
2143,中部-2020-155481,2020/09/02,20200902,愛知,名古屋市,中部,4610035,Phil Dowd,ソフトバンク,1010,Support,BDBN5XQDCN,30.48,6,0.2,9.906
2144,中部-2020-155481,2020/09/02,20200902,愛知,名古屋市,中部,4610035,Phil Dowd,ソフトバンク,1010,Site Analytics,3W77SMCO1Y,23.988,2,0.4,-4.7976
2145,中部-2020-155481,2020/09/02,20200902,愛知,名古屋市,中部,4610035,Phil Dowd,ソフトバンク,1010,Storage,54HP6M64E6,16.688,7,0.2,5.4236
2146,中部-2020-152051,2020/06/26,20200626,愛知,犬山市,中部,4840837,Victor Walsh,りそな,1080,FinanceHub,SDMN5QYXN5,422.058,3,0.3,-18.0882
2147,中部-2020-152051,2020/06/26,20200626,愛知,犬山市,中部,4840837,Victor Walsh,りそな,1080,ContactMatcher,JWLKX8XL3O,38.088,4,0.7,-27.9312
2148,中部-2020-152051,2020/06/26,20200626,愛知,犬山市,中部,4840837,Victor Walsh,りそな,1080,Marketing Suite - Gold,ZV3EURRSKL,254.352,6,0.2,-50.8704
2149,関東-2018-141607,2018/12/12,20181212,東京,江戸川区,関東,1008629,Leonard Kelly,大阪ガス,1024,SaaS Connector Pack,W5U8IY01WW,43.31,1,0,4.331
2150,関西-2021-102771,2021/04/01,20210401,大阪,大阪市,関西,5300044,Colin Glover,楽天グループ,1094,Site Analytics,IXOWT3CNE1,84.95,5,0,22.087
2151,九州-2021-139969,2021/11/20,20211120,福岡,大牟田市,九州,8360852,Brian Peters,関西電力,1023,FinanceHub,GLZF1XRD2X,233.058,3,0.3,-53.2704
2152,関西-2018-167360,2018/11/24,20181124,京都,京都市,関西,6050035,Connor Paige,ソフトバンク,1010,Data Smasher,EPJ1ED98DY,111.79,7,0,43.5981
2153,四国-2019-123505,2019/11/22,20191122,徳島,徳島市,四国,7708031,Sophie Murray,Alphabet,1053,Support,LMOGVCLEIN,14.94,3,0,7.0218
2154,関西-2020-117282,2020/07/15,20200715,大阪,大阪市,関西,5300043,Carol James,ウェルモ,1007,ContactMatcher,I9NBABP5GP,14.16,2,0.2,5.133
2155,九州-2020-120460,2020/05/01,20200501,福岡,北九州市,九州,8030189,Bella Hodges,Cisco Systems,1019,SaaS Connector Pack,XYZG2HRSCO,22.608,3,0.6,-10.1736
2156,関東-2020-111115,2020/07/26,20200726,東京,千代田区,関東,1000011,Cameron Randall,Coca-Cola,1021,Storage,R7IC45YVMY,21.48,6,0,10.74
2157,中部-2018-124646,2018/06/22,20180622,静岡,静岡市,中部,4200948,Charles Lee,金沢QOLセンター,1092,Marketing Suite - Gold,XXFMEWLWJD,501.81,3,0,0
2158,中部-2018-124646,2018/06/22,20180622,静岡,静岡市,中部,4200948,Charles Lee,金沢QOLセンター,1092,Marketing Suite - Gold,BSRULX6ME1,161.94,3,0,9.7164
2159,関西-2021-148166,2021/10/22,20211022,兵庫,川西市,関西,6660148,Sean Bower,野村総合研究所,1033,ChatBot Plugin,D9S7G8IPAO,17.856,4,0.2,2.0088
2160,九州-2020-159737,2020/09/04,20200904,長崎,長崎市,九州,8511201,Colin Morgan,日立製作所,1014,ContactMatcher,Y9NX7H70A2,8.808,3,0.8,-14.9736
2161,関東-2020-141019,2020/05/15,20200515,千葉,浦安市,関東,2790041,Vanessa Davidson,Ubie,1038,SaaS Connector Pack,LYJWFDSTHR,79.384,1,0.2,29.769
2162,関東-2020-101938,2020/01/07,20200107,東京,国立市,関東,1868001,Luke Terry,TOTO,1030,ChatBot Plugin,UMNJE0DUDT,34.58,1,0,10.0282
2163,関東-2021-166296,2021/03/14,20210314,東京,北区,関東,1140021,Lucas Newman,農林中央金庫,1003,Support,HD497ASFIB,314.55,3,0,150.984
2164,九州-2020-154018,2020/10/14,20201014,福岡,北九州市,九州,8080014,Angela Parsons,ウェルモ,1007,Data Smasher,O4HPCHJ6V5,191.976,3,0.2,23.997
2165,九州-2020-154018,2020/10/14,20201014,福岡,北九州市,九州,8080014,Angela Parsons,ウェルモ,1007,Support,MRQM7HGC9G,8.288,2,0.2,3.0044
2166,九州-2020-154018,2020/10/14,20201014,福岡,北九州市,九州,8080014,Angela Parsons,ウェルモ,1007,SaaS Connector Pack,S8H1W0I3JT,139.92,5,0.6,-150.414
2167,九州-2020-154018,2020/10/14,20201014,福岡,北九州市,九州,8080014,Angela Parsons,ウェルモ,1007,ChatBot Plugin,DZUF8JSVVT,15.872,1,0.2,1.1904
2168,九州-2020-154018,2020/10/14,20201014,福岡,北九州市,九州,8080014,Angela Parsons,ウェルモ,1007,ContactMatcher,FFTTO7UCVK,6.286,7,0.8,-11.0005
2169,関東-2021-117870,2021/01/28,20210128,神奈川,川崎市,関東,2108570,Grace Butler,三菱商事,1067,ChatBot Plugin,E6BITP0OPD,14.016,3,0.2,1.752
2170,関東-2021-117870,2021/01/28,20210128,神奈川,川崎市,関東,2108570,Grace Butler,三菱商事,1067,Data Smasher,870O41E5M9,71.976,3,0.2,-8.997
2171,関東-2021-117870,2021/01/28,20210128,神奈川,川崎市,関東,2108570,Grace Butler,三菱商事,1067,Site Analytics,5832Y7CLSP,107.982,3,0.4,-26.9955
2172,九州-2021-137491,2021/11/20,20211120,福岡,朝倉市,九州,8380066,Karen Mathis,東邦ガス,1058,FinanceHub,BTFHALG28V,305.312,2,0.3,-8.7232
2173,関東-2018-152296,2018/08/01,20180801,東京,港区,関東,1055134,Joe Lee,りそな,1080,ContactMatcher,W99OW2Q7UT,19.752,3,0.2,6.9132
2174,九州-2020-112025,2020/07/31,20200731,福岡,福岡市,九州,8110321,Victor Short,SMBC銀行,1078,ContactMatcher,ZZYPG83FN9,9.264,3,0.8,-13.896
2175,九州-2019-132507,2019/07/30,20190730,福岡,福岡市,九州,8110321,Warren Reid,北洋銀行,1099,Marketing Suite - Gold,H3CNF1TBWL,61.792,4,0.2,6.1792
2176,中部-2020-125738,2020/10/16,20201016,新潟,新潟市,中部,9500944,Max Langdon,みずほ銀行,1054,Support,OH4JWZNMP6,45.68,2,0,21.0128
2177,中部-2020-125738,2020/10/16,20201016,新潟,新潟市,中部,9500944,Max Langdon,みずほ銀行,1054,Support,U7BV2OGPJH,60.12,9,0,28.8576
2178,中部-2020-125738,2020/10/16,20201016,新潟,新潟市,中部,9500944,Max Langdon,みずほ銀行,1054,ContactMatcher,4VYRHQBX5D,41.72,5,0.2,13.0375
2179,中部-2020-125738,2020/10/16,20201016,新潟,新潟市,中部,9500944,Max Langdon,みずほ銀行,1054,Support,XAL08S1FOO,71.6,8,0,32.936
2180,関西-2020-128818,2020/05/08,20200508,大阪,大阪市,関西,5300005,Blake Fraser,金沢QOLセンター,1092,ContactMatcher,R2TO5SYGXS,85.232,7,0.2,30.8966
2181,関西-2020-128818,2020/05/08,20200508,大阪,大阪市,関西,5300005,Blake Fraser,金沢QOLセンター,1092,FinanceHub,D883L570CZ,44.4,3,0,22.2
2182,関西-2020-128818,2020/05/08,20200508,大阪,大阪市,関西,5300005,Blake Fraser,金沢QOLセンター,1092,FinanceHub,2IN9WTBVHG,442.764,4,0.1,59.0352
2183,関西-2020-128818,2020/05/08,20200508,大阪,大阪市,関西,5300005,Blake Fraser,金沢QOLセンター,1092,Big Ol Database,1ZVAHKM2AY,3999.95,5,0,1159.9855
2184,関西-2020-128818,2020/05/08,20200508,大阪,大阪市,関西,5300005,Blake Fraser,金沢QOLセンター,1092,Data Smasher,06MB696NIQ,199.95,5,0,21.9945
2185,関西-2020-128818,2020/05/08,20200508,大阪,大阪市,関西,5300005,Blake Fraser,金沢QOLセンター,1092,SaaS Connector Pack,U1V9VPCANC,63.68,8,0,28.0192
2186,関東-2021-124576,2021/08/02,20210802,東京,江東区,関東,1300021,Jan Clark,IBM,1015,ContactMatcher,MSGGHC4FG3,54.896,2,0.2,18.5274
2187,中国-2020-101378,2020/07/15,20200715,鳥取,鳥取市,中国,6890526,Gordon Baker,大阪ガス,1024,Data Smasher,WS1GWG4V5S,29,2,0,7.25
2188,九州-2021-143063,2021/08/11,20210811,鹿児島,指宿市,九州,8910603,Joe Lee,りそな,1080,SaaS Connector Pack - Gold,OXYWODJ2JC,70.08,6,0,35.04
2189,九州-2021-143063,2021/08/11,20210811,鹿児島,指宿市,九州,8910603,Joe Lee,りそな,1080,SaaS Connector Pack,J4085LMVXQ,121.3,2,0,25.473
2190,九州-2021-143063,2021/08/11,20210811,鹿児島,指宿市,九州,8910603,Joe Lee,りそな,1080,Site Analytics,M3QA53QITS,1454.49,9,0,378.1674
2191,関東-2020-118913,2020/06/26,20200626,東京,千代田区,関東,1006009,Diane Buckland,日産自動車,1009,OneView,YECZV05BLS,60.81,3,0,17.0268
2192,関東-2020-128412,2020/12/11,20201211,神奈川,横浜市,関東,2200054,Stephen Dyer,ソフトバンク,1010,ContactMatcher,2L2OERLS0X,153.552,3,0.2,51.8238
2193,関東-2020-128412,2020/12/11,20201211,神奈川,横浜市,関東,2200054,Stephen Dyer,ソフトバンク,1010,OneView,0V7SRU3MF3,65.34,3,0,22.869
2194,関東-2020-128412,2020/12/11,20201211,神奈川,横浜市,関東,2200054,Stephen Dyer,ソフトバンク,1010,Support,DUBUX97DT5,123.92,4,0,55.764
2195,関東-2020-128412,2020/12/11,20201211,神奈川,横浜市,関東,2200054,Stephen Dyer,ソフトバンク,1010,OneView,HFFNL8IBHZ,35.1,3,0,12.285
2196,関東-2020-128412,2020/12/11,20201211,神奈川,横浜市,関東,2200054,Stephen Dyer,ソフトバンク,1010,Data Smasher,LGU6UPBVVJ,44.75,5,0,8.5025
2197,関西-2020-136483,2020/12/02,20201202,滋賀,大津市,関西,5200864,Owen Hill,エディオン,1095,ChatBot Plugin,U5BE1T1NFT,4.704,2,0.2,0.4116
2198,中国-2018-163013,2018/11/28,20181128,鳥取,鳥取市,中国,6801206,Jasmine Greene,ヤマダ電機,1048,ChatBot Plugin,834AKMD76Q,14.67,3,0,3.9609
2199,中部-2019-135363,2019/03/28,20190328,愛知,名古屋市,中部,4610035,Evan Ince,ローソン銀行,1101,Support,JJ16G70ZB4,15.552,3,0.2,5.4432
2200,中部-2019-135363,2019/03/28,20190328,愛知,名古屋市,中部,4610035,Evan Ince,ローソン銀行,1101,Support,Z8FUR9XZXM,5.232,1,0.2,1.7004
2201,中国-2018-165659,2018/06/01,20180601,広島,広島市,中国,7320827,Ava Ellison,Oracle,1072,SaaS Connector Pack,XSPXNOBIS7,22.2,6,0,9.102
2202,中国-2018-165659,2018/06/01,20180601,広島,広島市,中国,7320827,Ava Ellison,Oracle,1072,Site Analytics,WZKJYEZ0A3,881.93,7,0,229.3018
2203,関東-2019-138002,2019/09/06,20190906,神奈川,横浜市,関東,2200001,Ruth Kerr,イーネット,1020,ContactMatcher,O18BETJCCH,6.096,2,0.2,2.1336
2204,関東-2019-138002,2019/09/06,20190906,神奈川,横浜市,関東,2200001,Ruth Kerr,イーネット,1020,SaaS Connector Pack,R04461JMVD,191.82,3,0,74.8098
2205,中部-2019-128860,2019/06/29,20190629,愛知,岡崎市,中部,4442131,Natalie Sanderson,クリプラ,1002,SaaS Connector Pack,8BDLM7M639,20.104,1,0.2,1.7591
2206,関西-2020-164350,2020/09/11,20200911,滋賀,近江八幡市,関西,5201331,Edward Mathis,TOTO,1030,ChatBot Plugin,OUPDW4J3S2,67.56,3,0.2,8.445
2207,九州-2018-103905,2018/07/14,20180714,長崎,佐世保市,九州,8580917,Donna Bailey,電源開発,1034,ContactMatcher,P8W6TTYRY2,29.932,7,0.8,-46.3946
2208,九州-2018-103905,2018/07/14,20180714,長崎,佐世保市,九州,8580917,Donna Bailey,電源開発,1034,Site Analytics,YG4SZN9KPW,38.272,4,0.2,3.8272
2209,関西-2019-129854,2019/08/22,20190822,大阪,大阪市,関西,5300043,Peter Quinn,エディオン,1095,ChatBot Plugin,G5FGS2HTAZ,16.52,4,0,7.5992
2210,中国-2018-125556,2018/11/14,20181114,広島,尾道市,中国,7222431,Lucas Oliver,Panasonic,1091,Site Analytics,4CD95296HK,832.93,7,0,233.2204
2211,中国-2018-125556,2018/11/14,20181114,広島,尾道市,中国,7222431,Lucas Oliver,Panasonic,1091,ContactMatcher,D62L5762F1,43.8,10,0,21.024
2212,関東-2020-162313,2020/11/28,20201128,茨城,笠間市,関東,3091616,Gordon Chapman,伊藤忠,1032,OneView,T1WX3Y74OP,167.292,6,0.1,29.7408
2213,関西-2021-107874,2021/11/22,20211122,大阪,大阪市,関西,5300003,Luke Davidson,日産自動車,1009,SaaS Connector Pack,SPPH8US3ZK,27.42,1,0,11.2422
2214,関東-2021-129378,2021/10/02,20211002,東京,中央区,関東,1030013,Frank Piper,ウェルモ,1007,ContactMatcher,F8W0MIDGC3,1.44,1,0.2,0.504
2215,関東-2021-129378,2021/10/02,20211002,東京,中央区,関東,1030013,Frank Piper,ウェルモ,1007,ContactMatcher,Z1UMLZQ8B4,61.776,13,0.2,20.8494
2216,関東-2021-129378,2021/10/02,20211002,東京,中央区,関東,1030013,Frank Piper,ウェルモ,1007,OneView,NTZIDG02OZ,241.96,2,0,60.49
2217,関東-2021-129378,2021/10/02,20211002,東京,中央区,関東,1030013,Frank Piper,ウェルモ,1007,FinanceHub,JL5J4W5BCG,108.608,4,0.2,9.5032
2218,関西-2018-151953,2018/09/20,20180920,兵庫,神戸市,関西,6500011,Victoria Wilkins,Valero Energy,1093,ChatBot Plugin,29QKT0CQOG,2.816,2,0.2,0.9856
2219,関東-2021-130841,2021/07/29,20210729,東京,港区,関東,1055138,Sophie Pullman,ゆうちょ銀行,1011,ContactMatcher,KQD0GQSXT2,9.984,4,0.2,3.6192
2220,関東-2021-130841,2021/07/29,20210729,東京,港区,関東,1055138,Sophie Pullman,ゆうちょ銀行,1011,Marketing Suite - Gold,U8ZHRJA37Q,14.98,1,0,4.1944
2221,関東-2021-130841,2021/07/29,20210729,東京,港区,関東,1055138,Sophie Pullman,ゆうちょ銀行,1011,Site Analytics,4UL5KKXQ2W,1145.6,4,0.2,100.24
2222,関東-2019-131884,2019/12/06,20191206,千葉,千葉市,関東,2600022,Paul Harris,ジョンソン・エンド・ジョンソン,1073,Site Analytics,QCK58SXW5S,485.94,2,0.4,-89.089
2223,関東-2019-131884,2019/12/06,20191206,千葉,千葉市,関東,2600022,Paul Harris,ジョンソン・エンド・ジョンソン,1073,ChatBot Plugin,HYMA79Z4JX,37.376,8,0.2,4.672
2224,関東-2019-131884,2019/12/06,20191206,千葉,千葉市,関東,2600022,Paul Harris,ジョンソン・エンド・ジョンソン,1073,FinanceHub,IMGHW3IKZ6,70.686,1,0.3,-24.2352
2225,中部-2021-121909,2021/08/01,20210801,愛知,名古屋市,中部,4610035,Lily Paterson,ヤマダ電機,1048,Support,TC706G81TW,54.816,3,0.2,17.8152
2226,関西-2020-106383,2020/03/20,20200320,奈良,奈良市,関西,6310814,Warren Butler,セブン銀行,1006,Marketing Suite,O5N0F3UKF5,72.294,1,0.7,-98.8018
2227,九州-2021-130771,2021/07/30,20210730,福岡,福岡市,九州,8140141,Richard Davidson,Intel,1051,Storage,BK0V36N1TR,2.896,2,0.2,0.4706
2228,九州-2021-130771,2021/07/30,20210730,福岡,福岡市,九州,8140141,Richard Davidson,Intel,1051,Site Analytics,30IC0ESWKH,124.792,1,0.2,15.599
2229,関西-2020-139157,2020/10/02,20201002,大阪,大阪市,関西,5500025,Una Mackay,Intel,1051,ContactMatcher,F2QP2FLG9V,330.588,1,0.4,-115.7058
2230,関東-2018-128055,2018/03/31,20180331,東京,港区,関東,1055103,Kimberly Short,ENEOS,1017,ContactMatcher,6451GF7VD8,673.568,2,0.2,252.588
2231,関東-2018-128055,2018/03/31,20180331,東京,港区,関東,1055103,Kimberly Short,ENEOS,1017,OneView,W8KM7IREVC,52.98,2,0,14.8344
2232,九州-2021-157091,2021/06/27,20210627,鹿児島,出水市,九州,8990212,Leonard Poole,十八親和銀行,1100,SaaS Connector Pack,KSAPZ00BQR,526.45,5,0,31.587
2233,九州-2021-132122,2021/07/10,20210710,長崎,長崎市,九州,8511201,Grace Butler,三菱商事,1067,Marketing Suite - Gold,HPY9Q3XF1T,228.92,5,0.2,14.3075
2234,中国-2019-123232,2019/12/14,20191214,岡山,岡山市,中国,7038288,Deirdre Sharp,ゆうちょ銀行,1011,Site Analytics,R2U9TUWP2O,319.968,4,0.2,35.9964
2235,中部-2021-104066,2021/12/06,20211206,静岡,伊東市,中部,4140016,Pippa Hunter,IBM,1015,Data Smasher,T0U43N7WZ0,205.03,7,0,67.6599
2236,九州-2019-145849,2019/09/15,20190915,鹿児島,奄美市,九州,8940022,Owen Ellison,ユーグレナ,1055,Marketing Suite - Gold,LPYAP3CVYQ,190.86,2,0,11.4516
2237,九州-2019-145849,2019/09/15,20190915,鹿児島,奄美市,九州,8940022,Owen Ellison,ユーグレナ,1055,ChatBot Plugin,JOEW2UWUMA,24.32,8,0,8.2688
2238,中部-2020-122322,2020/07/16,20200716,新潟,糸魚川市,中部,9410022,Max Skinner,ゆうちょ銀行,1011,Support,2UQW67UFJ7,44.4,5,0,12.432
2239,九州-2021-166849,2021/04/21,20210421,長崎,長崎市,九州,8511201,Liam Young,日立物流,1036,SaaS Connector Pack,ATCKPPWL1S,44.4,2,0.6,-52.17
2240,関東-2020-146633,2020/11/16,20201116,東京,千代田区,関東,1000001,Connor Morrison,リヴァ,1049,ContactMatcher,8RJJRENO3A,1016.792,1,0.2,381.297
2241,関東-2020-146633,2020/11/16,20201116,東京,千代田区,関東,1000001,Connor Morrison,リヴァ,1049,ContactMatcher,01TBXSQ8G3,38.136,7,0.2,13.3476
2242,中部-2020-126893,2020/11/27,20201127,愛知,名古屋市,中部,4610035,Owen Ellison,ユーグレナ,1055,Site Analytics,GBTZ75MSTV,494.982,3,0.4,-115.4958
2243,関東-2021-103380,2021/11/22,20211122,東京,小金井市,関東,1840013,Andrew Sanderson,ローソン銀行,1101,Marketing Suite - Gold,026DP7RCXH,56.56,2,0,15.2712
2244,関東-2021-103380,2021/11/22,20211122,東京,小金井市,関東,1840013,Andrew Sanderson,ローソン銀行,1101,ChatBot Plugin,QH25HS2ZFM,5.56,2,0,1.4456
2245,関東-2021-103380,2021/11/22,20211122,東京,小金井市,関東,1840013,Andrew Sanderson,ローソン銀行,1101,Storage,MMHIQ0KCA8,9.02,2,0,3.5178
2246,関東-2021-103380,2021/11/22,20211122,東京,小金井市,関東,1840013,Andrew Sanderson,ローソン銀行,1101,OneView,EHFJ4ZJDER,8.62,1,0,2.2412
2247,関東-2021-103380,2021/11/22,20211122,東京,小金井市,関東,1840013,Andrew Sanderson,ローソン銀行,1101,Site Analytics,NRSIAYO5AG,659.976,3,0.2,49.4982
2248,関東-2019-116092,2019/02/15,20190215,東京,千代田区,関東,1006003,Amelia Chapman,NTTデータ,1076,Support,WRF2K8DBJ5,13.36,2,0,6.4128
2249,関東-2019-116092,2019/02/15,20190215,東京,千代田区,関東,1006003,Amelia Chapman,NTTデータ,1076,ContactMatcher,T4M65EH8WB,41.72,5,0.2,13.0375
2250,関東-2019-116092,2019/02/15,20190215,東京,千代田区,関東,1006003,Amelia Chapman,NTTデータ,1076,ContactMatcher,16UCX61YKT,11.52,5,0.2,4.176
2251,関東-2019-116092,2019/02/15,20190215,東京,千代田区,関東,1006003,Amelia Chapman,NTTデータ,1076,OneView,678Q6FHE7Y,541.44,6,0,157.0176
2252,関東-2019-116092,2019/02/15,20190215,東京,千代田区,関東,1006003,Amelia Chapman,NTTデータ,1076,Support,24WKKD06KV,19.44,3,0,9.3312
2253,関東-2020-117849,2020/04/16,20200416,東京,新宿区,関東,1600012,Warren McGrath,富士通,1086,Support,7F8194IMR7,143.7,3,0,68.976
2254,関東-2019-169201,2019/09/28,20190928,東京,港区,関東,1055113,Ruth Vaughan,日産自動車,1009,OneView,QCCF453KAB,43.26,3,0,14.2758
2255,関東-2019-169201,2019/09/28,20190928,東京,港区,関東,1055113,Ruth Vaughan,日産自動車,1009,OneView,TEKTHB3JZ0,43.56,2,0,15.246
2256,中部-2020-164091,2020/09/18,20200918,新潟,小千谷市,中部,9470005,Richard Davidson,Intel,1051,Site Analytics,4T5QJMKZIX,437.85,3,0,131.355
2257,中部-2020-164091,2020/09/18,20200918,新潟,小千谷市,中部,9470005,Richard Davidson,Intel,1051,SaaS Connector Pack,H4LT86ONB7,109.48,2,0,33.9388
2258,関東-2021-105214,2021/06/17,20210617,東京,港区,関東,1055106,Anthony Clark,富士フィルム,1045,FinanceHub,4WOVYPMRIV,1212.96,7,0.2,90.972
2259,関東-2021-105214,2021/06/17,20210617,東京,港区,関東,1055106,Anthony Clark,富士フィルム,1045,Support,NKLVPZB3GJ,18.54,2,0,8.7138
2260,関東-2019-117611,2019/11/08,20191108,東京,新宿区,関東,1606103,Andrea Hill,Cisco Systems,1019,Storage,6X6O6SWX0B,5,1,0,2.4
2261,関東-2019-117611,2019/11/08,20191108,東京,新宿区,関東,1606103,Andrea Hill,Cisco Systems,1019,Data Smasher,PEL7V77GPY,371.97,3,0,66.9546
2262,関西-2019-137960,2019/12/18,20191218,大阪,大阪市,関西,5300044,Blake Short,ヤマダ電機,1048,Data Smasher,MRMWZKC049,166.24,1,0,24.936
2263,中部-2021-122994,2021/02/07,20210207,長野,松本市,中部,3900812,Donna Hemmings,Engie,1062,Marketing Suite,L38OXHJIT5,359.97,3,0,79.1934
2264,関西-2020-131065,2020/11/15,20201115,和歌山,田辺市,関西,6460005,Irene Clark,KDDI,1022,Data Smasher,5361E0WWKI,499.98,2,0,114.9954
2265,関西-2020-131065,2020/11/15,20201115,和歌山,田辺市,関西,6460005,Irene Clark,KDDI,1022,Support,IZDOHMSGA6,5.28,1,0,2.376
